Number,Date,Site,Trap,Sex,Family,Genus,Species,Binomial,Notes
10270,8/14/2016,Plunkett,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10271,8/14/2016,Plunkett,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10272,8/14/2016,Plunkett,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10273,8/14/2016,Plunkett,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10274,8/14/2016,Plunkett,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10275,8/14/2016,Plunkett,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10276,8/14/2016,Plunkett,NT,F,Apidae,Bombus,impatiens,Bombus impatiens,
10277,8/14/2016,Plunkett,NT,M,Megachilidae,Megachile,latimanus,Megachile latimanus,
10278,8/14/2016,Plunkett,NT,F,Megachilidae,Megachile,latimanus,Megachile latimanus,
10279,8/14/2016,Plunkett,NT,F,Megachilidae,Megachile,latimanus,Megachile latimanus,
10280,8/14/2016,Plunkett,NT,F,Megachilidae,Megachile,latimanus,Megachile latimanus,
10281,8/14/2016,Plunkett,NT,F,Megachilidae,Megachile,latimanus,Megachile latimanus,
10282,8/14/2016,Plunkett,NT,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10283,8/14/2016,Plunkett,NT,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10284,8/14/2016,Plunkett,NT,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
10285,8/14/2016,Plunkett,NT,M,Apidae,Melissodes,spp.,Melissodes spp.,Headless specimen
10286,8/14/2016,Plunkett,NT,F,Apidae,Apis,mellifera,Apis mellifera,
10287,8/14/2016,Plunkett,NT,M,Apidae,Melissodes,desponsus,Melissodes desponsus,
10288,8/14/2016,Plunkett,NT,M,Apidae,Melissodes,desponsus,Melissodes desponsus,
10289,8/14/2016,Plunkett,NT,M,Apidae,Melissodes,desponsus,Melissodes desponsus,
10290,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,parallelus,Halictus parallelus,
10291,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,parallelus,Halictus parallelus,
10292,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10293,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10294,8/14/2016,Plunkett,NT,F,Apidae,Apis,mellifera,Apis mellifera,
10295,8/14/2016,Plunkett,NT,M,Megachilidae,Megachile,concinna,Megachile concinna,
10296,8/14/2016,Plunkett,NT,M,Megachilidae,Megachile,concinna,Megachile concinna,
10297,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10298,8/14/2016,Plunkett,NT,M,Apidae,Melissodes,trinodis,Melissodes trinodis,
10299,8/14/2016,Plunkett,NT,M,Apidae,Melissodes,trinodis,Melissodes trinodis,
10300,8/14/2016,Plunkett,NT,M,Apidae,Melissodes,druriellus,Melissodes druriellus,
10301,8/14/2016,Plunkett,NT,M,Apidae,Melissodes,druriellus,Melissodes druriellus,
10302,8/14/2016,Plunkett,NT,F,Colletidae,Colletes,americanus,Colletes americanus,
10303,8/14/2016,Plunkett,NT,M,Apidae,Halictus,rubicundus,Halictus rubicundus,
10304,8/14/2016,Plunkett,NT,M,Apidae,Halictus,rubicundus,Halictus rubicundus,
10305,8/14/2016,Plunkett,NT,M,Apidae,Halictus,rubicundus,Halictus rubicundus,
10306,8/14/2016,Plunkett,NT,M,Apidae,Halictus,ligatus,Halictus ligatus,
10307,8/14/2016,Plunkett,NT,M,Apidae,Halictus,ligatus,Halictus ligatus,
10308,8/14/2016,Plunkett,NT,M,Apidae,Halictus,ligatus,Halictus ligatus,
10309,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10310,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10311,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,Specimen missing abdomen
10312,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10313,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10314,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10315,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10316,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10317,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10318,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10319,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10320,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10321,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10322,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10323,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10324,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10325,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10326,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10327,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10328,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10329,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,paralellus,Halictus paralellus,
10330,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10331,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10332,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10333,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10334,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
10335,8/14/2016,Plunkett,NT,M,Andrenidae,Perdita,boltoniae,Perdita boltoniae,
10336,8/14/2016,Plunkett,NT,M,Andrenidae,Perdita,boltoniae,Perdita boltoniae,
10337,8/14/2016,Plunkett,NT,M,Andrenidae,Perdita,boltoniae,Perdita boltoniae,
10338,8/14/2016,Plunkett,NT,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10339,8/14/2016,Plunkett,NT,F,Halictidae,Agapostemon,femoratus,Agapostemon femoratus,
10340,8/14/2016,Plunkett,NT,F,Halictidae,Agapostemon,femoratus,Agapostemon femoratus,
10341,8/14/2016,Plunkett,NT,F,Halictidae,Agapostemon,femoratus,Agapostemon femoratus,
10342,8/14/2016,Plunkett,NT,F,Halictidae,Agapostemon,femoratus,Agapostemon femoratus,
10343,8/14/2016,Plunkett,NT,F,Halictidae,Agapostemon,fermoratus,Agapostemon femoratus,
10344,8/14/2016,Plunkett,NT,F,Halictidae,Agapostemon,femoratus,Agapostemon femoratus,
10345,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10346,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10347,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10348,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10349,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10350,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10351,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10352,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10353,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10354,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10355,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10356,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10357,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10358,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10359,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10360,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10361,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10362,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10363,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10364,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10365,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10366,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10367,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10368,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10369,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10370,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10371,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10372,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10373,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10374,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10375,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10376,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10377,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10378,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10379,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10380,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10381,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10382,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10383,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10384,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10385,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10386,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10387,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10388,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10389,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10390,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10391,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10392,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10393,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10394,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10395,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10396,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10397,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10398,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10399,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10400,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10401,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10402,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10403,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10404,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10405,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10406,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10407,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10408,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10409,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10410,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10411,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10412,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10413,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10414,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10415,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10416,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10417,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10418,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10419,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10420,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10421,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10422,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10423,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10424,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10425,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10426,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10427,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10428,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10429,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10430,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10431,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10432,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10433,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10434,8/14/2016,Plunkett,NT,M,Halictidae,Agapostemon,virescens,Agapostemon virescens,
10435,8/14/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10436,8/14/2016,Plunkett,NT,M,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10437,8/14/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10438,8/14/2016,Plunkett,NT,M,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10439,8/14/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10440,8/14/2016,Plunkett,NT,M,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10441,8/14/2016,Plunkett,NT,M,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10442,8/14/2016,Plunkett,NT,M,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10443,8/14/2016,Plunkett,NT,M,Halictidae,Augochlorella,aurata,Augochlorella aurata,
10444,8/14/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,Headless specimen
10445,8/14/2016,Plunkett,NT,M,Colletidae,Colletes,consors,Colletes consors,
10446,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
10447,8/14/2016,Plunkett,NT,M,Halictidae,Sphecodes,,Sphecodes spp.,Propodeal triangle very pitted
10448,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum,coriaceum,Lasioglossum coriaceum,
10449,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10450,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10451,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10452,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10453,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,ligatus,Halictus ligatus,
10454,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10455,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum,coriaceum,Lasioglossum coriaceum,
10456,8/14/2016,Plunkett,NT,M,Halictidae,Sphecodes,,Sphecodes spp.,
10457,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10458,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10459,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10460,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,Headless specimen
10461,8/14/2016,Plunkett,NT,M,Andrenidae,Perdita,boltoniae,Perdita boltoniae,
10462,8/14/2016,Plunkett,NT,M,Colletidae,Colletes,simulans,Colletes simulans,
10463,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10464,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10465,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10466,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10467,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10468,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10469,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,virgatellus,Halictus virgatellus,
10470,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10471,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10472,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,Specimen missing abdomen
10473,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10474,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10475,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum,,Lasioglossum spp.,Specimen missing abdomen; two submarginal cells
10476,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10477,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,ligatus,Halictus ligatus,Headless specimen
10478,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,,Halictus spp.,Specimen missing head and abdomen
10479,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10480,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10481,8/14/2016,Plunkett,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
10482,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10483,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10484,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,confusus,Halictus confusus,
10485,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10486,8/14/2016,Plunkett,NT,M,Halictidae,Halictus,,Halictus spp.,"Mutant- two submarginal cells on left wing, three on right"
10487,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10488,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10489,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10490,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10491,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10492,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10493,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10494,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10495,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10496,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10497,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10498,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10499,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10500,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10501,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10502,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10503,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10504,8/14/2016,Plunkett,NT,F,Halictidae,Hylaeus,,Hylaeus spp.,
10505,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10506,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10507,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10508,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10509,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10510,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10511,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10512,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10513,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10514,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10515,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10516,8/14/2016,Plunkett,NT,M,Colletidae,Hylaeus,mesillae,Hylaeus mesillae,
10517,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,Specimen missing head and abdomen
10518,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,Headless specimen
10519,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10520,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10521,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10522,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10523,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10524,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10525,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10526,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10527,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10528,8/14/2016,Plunkett,NT,,Wasp,,,,
10529,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10530,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10531,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10532,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10533,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10534,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10535,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10536,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10537,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,Specimen missing abdomen
10538,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10539,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10540,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10541,8/14/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
10542,8/14/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
